SW-DOWNLOAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parametric
Site,Product,SerialNumber,Special Build Name,Special Build Description,Unit Number,Station ID,Test Pass/Fail Status,StartTime,EndTime,List of Failing Tests,Version,BMLB-Serial Number,BMLB-Vendor,BTY-Serial Number,BTY-Vendor,CGS-Serial Number,CGS-Vendor,CYC-Serial Number,CYC-Vendor,HOOP-Serial Number,HOOP-Vendor,HSGA-Serial Number,HSGA-Vendor,MLB-Serial Number,MLB-Vendor,PEARL-Serial Number,PEARL-Vendor,FP_SN,JULIET_SN,OS_BUILD_VERSION_FATP,ROMEO_SN,STATION_STRING,DCSD FINISH,DCSD LOG-COLLECTION,DCSD REPORT-DATA-WRITE-CB,DCSD RESTORE  9 - The operation couldn’t be completed. (AMRestoreErrorDomain error 9 - Failed to receive message from device might be conn,DCSD RESTORE,DCSD START,hidd_nonui display ECIDCount,hidd_nonui display_on_time EFI,hidd_nonui display_on_time NonUI,hidd_nonui display_on_time Total,MAX_TEMP pmu TDEV1,MAX_TEMP pmu TDEV2,MAX_TEMP pmu TDEV3,MAX_TEMP pmu TDEV4,MAX_TEMP pmu TDEV5,MAX_TEMP soc THERMAL0,MAX_TEMP soc THERMAL1,MAX_TEMP soc THERMAL2,MIN_TEMP pmu TDEV1,MIN_TEMP pmu TDEV2,MIN_TEMP pmu TDEV3,MIN_TEMP pmu TDEV4,MIN_TEMP pmu TDEV5,MIN_TEMP soc THERMAL0,MIN_TEMP soc THERMAL1,MIN_TEMP soc THERMAL2,STOP_TESTABLE_DEVICE CHECK_PROCESS_CONTROL,TestGroup Failure Action,UsbLocation UsbLocation
FXGL,D54,G6TZK02WPF76,D54-PRO1MINI,D54-PRO1MINI_3R1WS,000135,FXGL_C01-5F-DQE_22_SW-DOWNLOAD,PASS,2019-11-07 09:16:30,2019-11-07 09:26:16,,0.0.2-18A21371e,C079424000UNY9L5,Foxconn,F8Y941400ECNR861K,Sunwoda Electronics Co. Ltd.,G6T9427003NPFL4AS,FXGL,DLC940602P2LCTV2R,ICT-Lanto Limited,GH99386104ZNY141E,NSTD,G6T9427001WPFL1AT,FXGL,C079424002TP5652,Foxconn,G6T94260012PG32A3,FXGL,FWP9364Z458MVFYDW,F6D9396038YN9653X,18A21371e,DN89396AXW9N2852V,Miss CmClbbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,,,,,56.66,63.39,60.55,62.95,58.34,63.65,64.04,0,39.14,41.09,39.97,41.99,40.03,43.25,43.53,0,,,487789584
FXGL,D54,G6TZK02ZPF76,3R1WS,,,FXGL_C01-5F-DQE_21_SW-DOWNLOAD,PASS,2019-11-07 09:08:19,2019-11-07 09:20:47,,0.0.2-18A21371e,C079424000JNY9L5,Foxconn,F8Y941400U3NR861L,Sunwoda Electronics Co. Ltd.,G6T9427006CPFL4AT,FXGL,DLC94060356LCTV26,ICT-Lanto Limited,GH9938610KANY141S,NSTD,G6T9427002DPFL1A7,FXGL,C079424002YP5652,Foxconn,G6T9426002KPG32AH,FXGL,FWP9364Z42AMVFYD3,F6D939603AZN9653Q,18A21371e,DN89396AWPUN2852Y,Miss pcicpciipcvcpcvipcvepbaspmpcpdclpregprf1prf2psd1psd2pwclpsnvjlexjlinjlnljlnmjlnvjlpqjlpsjlskbbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,3,148655,86594,235249,41.28,44.26,42.86,45.37,43.76,62.67,60.82,0,25.54,27.54,26.53,28.04,27.4,23.89,25.17,0,,,4245893376
FXGL,D54,G6TZK034PF76,3R1WS,,,FXGL_C04-5FT-05_7_SW-DOWNLOAD,PASS,2019-11-07 09:43:41,2019-11-07 09:51:32,,0.0.2-18A21371l,,,,,,,,,,,,,,,,,FWP9364Z3SUMVFYDG,F6D939603ACN9653B,18A21371l,DN89396AY4HN2852W,Miss bbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,4,29382,24455,53837,41.09,45.98,43.34,46.6,43.76,47.09,47.26,0,28.81,30.28,29.61,30.77,30.08,29,29.64,0,,,342949888
FXGL,D54,G6TZK037PF76,3R1WS,,,FXGL_C01-5F-DQE_22_SW-DOWNLOAD,PASS,2019-11-07 09:00:59,2019-11-07 09:13:44,,0.0.2-18A21371e,C079424000BNY9L5,Foxconn,F8Y941400MYNR861C,Sunwoda Electronics Co. Ltd.,G6T9427003HPFL4AX,FXGL,DLC940602QFLCTV29,ICT-Lanto Limited,GH9939210UJNY141S,NSTD,G6T9427001TPFL1AW,FXGL,C079424000UP5652,Foxconn,G6T9426002LPG32AG,FXGL,FWP9364Z6M5MVFYDH,F6D9396029VN9653Y,18A21371e,DN89396AXWNN2852G,Miss pcicpciipcvcpcvipcvepbaspmpcpdclpregprf1prf2psd1psd2pwclpsnvjlexjlinjlnljlnmjlnvjlpqjlpsjlskbbpvpcrtappvCmCltcrtpspceCfgrCfg,,,,,,,4,70361,77008,147369,43.62,46.6,44.19,48.49,48.07,58.89,57.26,0,29.81,31.06,30.28,31.6,30.77,28.76,29.39,0,,,487788816
FXGL,D54,G6TZK03EPF76,3R1WSS,,,FXGL_C01-5F-DQE_23_SW-DOWNLOAD,PASS,2019-11-07 08:37:01,2019-11-07 08:45:51,,0.0.2-18A21371e,C079417003BNY9L5,Foxconn,F8Y94140081NR861E,Sunwoda Electronics Co. Ltd.,G6T9427006KPFL4AL,FXGL,DLC940605B2LCTV2Q,ICT-Lanto Limited,GH9938610GJNY141T,NSTD,G6T9426000DPFL1AE,FXGL,C079417004FP5652,Foxconn,G6T94260027PG32AV,FXGL,FWP9364Z5J5MVFYDT,F6D939602GCN9653U,18A21371e,DN89396AXPVN2852W,Miss CmClbbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,4,76962,61865,138827,45.9,48.92,47,49.27,46.52,47.78,47.75,0,35.67,37.02,36.13,37.72,36.39,34.78,35.51,0,,,487665920
FXGL,D54,G6TZK03LPF76,3R1WSS,,,FXGL_C01-5F-DQE_21_SW-DOWNLOAD,PASS,2019-11-07 09:08:14,2019-11-07 09:20:59,,0.0.2-18A21371e,C0794240013NY9L5,Foxconn,F8Y941400NPNR861J,Sunwoda Electronics Co. Ltd.,G6T9427006APFL4AV,FXGL,DLC940602TCLCTV23,ICT-Lanto Limited,GH9938710D0NY141K,NSTD,G6T9427002FPFL1A5,FXGL,C079424000DP5652,Foxconn,G6T9426002CPG32AQ,FXGL,FWP9364Z64VMVFYDA,F6D939602B5N9653G,18A21371e,DN89396AWUFN2852W,Miss CmClbbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,4,136008,85869,221877,41.41,43.9,41.99,45.14,44.7,45.15,43.87,0,26.77,27.86,26.94,28.4,27.4,25.4,25.96,0,,,4245885456
FXGL,D54,G6TZK03NPF76,D54-PRO1MINI,D54-PRO1MINI_3R1WSS,000148,FXGL_C01-5F-DQE_2_SW-DOWNLOAD,PASS,2019-11-07 09:30:47,2019-11-07 09:41:10,,0.0.2-18A21371j,C079424000YNY9L5,Foxconn,F8Y941400U4NR861K,Sunwoda Electronics Co. Ltd.,G6T9427003QPFL4AQ,FXGL,DLC940602TALCTV25,ICT-Lanto Limited,GH99387108PNY141B,NSTD,G6T9427002GPFL1A4,FXGL,C0794240035P5652,Foxconn,G6T94260014PG32A1,FXGL,FWP9364Z62MMVFYDQ,F6D939603F7N96531,18A21371j,DN89396AWYBN2852N,Miss bbpvpcrtCmCltcrtpspcjlexjlinjlnljlnmjlnvjlpqjlpsjlskeCfgrCfg,,,,,,,,,,,44.92,47.65,45.07,47.98,44.62,46.5,46.29,0,25.03,26.23,25.41,26.94,26.13,23.09,23.46,0,,,337719296
FXGL,D54,G6TZL002PF6T,2G1BN,,,FXGL_C04-5F-RD_4_SW-DOWNLOAD,FAIL,2019-11-07 08:35:06,2019-11-07 08:36:07,TestGroup Failure Action,0.0.2-18A21371l,C0794230029MVW39,Foxconn,F5D94126VZHNR8519,Desay Battery Co. Ltd.,G6T9433003EPFL4A1,FXGL,DLC940602YBLCTV2P,ICT-Lanto Limited,GH993921005NY141M,NSTD,G6T9433001MPG2XAS,FXGL,C079423002BP5632,Foxconn,G6T94270030PG32AY,FXGL,FWP9401Z0QRMVFYRC,DNM93730238N9646J,18A21371l,DN893659588N2855Q,Nil,,,,,,,4,60076,171356,231432,34.11,35.92,34.82,36.86,35.27,34.92,34.07,0,34.11,35.92,34.82,36.86,35.27,34.92,34.07,0,,,339738624
FXGL,D54,G6TZL002PF6T,2G1BN,,,FXGL_C04-5F-RD_1_SW-DOWNLOAD,PASS,2019-11-07 08:38:35,2019-11-07 08:47:37,,0.0.2-18A21371h,C0794230029MVW39,Foxconn,F5D94126VZHNR8519,Desay Battery Co. Ltd.,G6T9433003EPFL4A1,FXGL,DLC940602YBLCTV2P,ICT-Lanto Limited,GH993921005NY141M,NSTD,G6T9433001MPG2XAS,FXGL,C079423002BP5632,Foxconn,G6T94270030PG32AY,FXGL,FWP9401Z0QRMVFYRC,DNM93730238N9646J,18A21371h,DN893659588N2855Q,Miss CmClHmClpcicpciipcvcpcvipcvepbaspmpcpdclpregprf1prf2psd1psd2pwclpsnvjlexjlinjlnljlnmjlnvjlpqjlpsjlskbbpvShSCrSClpcrtappvtcrtpspceCfgrCfg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487788544
FXGL,D54,G6TZL004PF6T,2G1BN,,,FXGL_B07-1F-RD_2_SW-DOWNLOAD,PASS,2019-11-07 09:21:30,2019-11-07 09:29:48,,0.0.2-18A21371i,C079423002FMVW39,Foxconn,F5D94126XZJNR8516,Desay Battery Co. Ltd.,G6T9433003BPFL4A4,FXGL,DLC9406038FLCTV2N,ICT-Lanto Limited,GH9938711CTNY141U,NSTD,G6T9433001LPG2XAT,FXGL,C0794230022P5632,Foxconn,G6T9427002QPG32AB,FXGL,FWP9401Z1FAMVFYRK,DNM937301PKN9646G,18A21371i,DN8936595LNN28558,Miss pcicpciipcvcpcvipcvepbaspmpcpdclpregprf1prf2psd1psd2pwclpsnvjlexjlinjlnljlnmjlnvjlpqjlpsjlskbbpvpcrtCmCltcrtpspceCfgrCfg,,,,,,,4,46154,124738,170892,,,,,,,,,,,,,,,,,,,437391360
FXGL,D54,G6TZL00GPF76,3G4W,,,FXGL_C03-1.5F-RD_3_SW-DOWNLOAD,FAIL,2019-11-07 08:57:52,2019-11-07 08:58:33,TestGroup Failure Action,0.0.2-18A21371h,C07942600B4NY9L5,Foxconn,F5D94126WNLNR8514,Desay Battery Co. Ltd.,G6T9433004RPFL4AM,FXGL,DLC9406059NLCTV2A,ICT-Lanto Limited,GH993921101NY141Q,NSTD,G6T94330015PFL1AK,FXGL,C0794260096P5652,Foxconn,G6T9433002QPG32AC,FXGL,FWP9393Z0AUMVFYNY,DNM937301YEN9646U,18A21371h,DN8936594U4N28553,Nil,,,,,,,4,37505,19874,57379,42.86,47.16,44.62,47.9,44.92,52.43,51.4,0,28.89,30.08,29.27,30.93,29.61,30.9,31.25,0,,,437456896
FXGL,D54,G6TZL00GPF76,3G4W,,,FXGL_C03-1.5F-RD_1_SW-DOWNLOAD,FAIL,2019-11-07 09:00:49,2019-11-07 09:01:20,TestGroup Failure Action,0.0.2-unknown,C07942600B4NY9L5,Foxconn,F5D94126WNLNR8514,Desay Battery Co. Ltd.,G6T9433004RPFL4AM,FXGL,DLC9406059NLCTV2A,ICT-Lanto Limited,GH993921101NY141Q,NSTD,G6T94330015PFL1AK,FXGL,C0794260096P5652,Foxconn,G6T9433002QPG32AC,FXGL,FWP9393Z0AUMVFYNY,DNM937301YEN9646U,unknown,DN8936594U4N28553,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487788544
FXGL,D54,G6TZL00GPF76,3G4W,,,FXGL_C03-1.5F-RD_1_SW-DOWNLOAD,FAIL,2019-11-07 09:02:25,2019-11-07 09:02:49,TestGroup Failure Action,0.0.2-unknown,C07942600B4NY9L5,Foxconn,F5D94126WNLNR8514,Desay Battery Co. Ltd.,G6T9433004RPFL4AM,FXGL,DLC9406059NLCTV2A,ICT-Lanto Limited,GH993921101NY141Q,NSTD,G6T94330015PFL1AK,FXGL,C0794260096P5652,Foxconn,G6T9433002QPG32AC,FXGL,FWP9393Z0AUMVFYNY,DNM937301YEN9646U,unknown,DN8936594U4N28553,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487788544
FXGL,D54,G6TZL00GPF76,3G4W,,,FXGL_C03-1.5F-RD_3_SW-DOWNLOAD,FAIL,2019-11-07 09:03:18,2019-11-07 09:03:35,TestGroup Failure Action,0.0.2-unknown,C07942600B4NY9L5,Foxconn,F5D94126WNLNR8514,Desay Battery Co. Ltd.,G6T9433004RPFL4AM,FXGL,DLC9406059NLCTV2A,ICT-Lanto Limited,GH993921101NY141Q,NSTD,G6T94330015PFL1AK,FXGL,C0794260096P5652,Foxconn,G6T9433002QPG32AC,FXGL,FWP9393Z0AUMVFYNY,DNM937301YEN9646U,unknown,DN8936594U4N28553,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437456896
FXGL,D54,G6TZL00GPF76,3G4W,,,FXGL_C03-1.5F-RD_3_SW-DOWNLOAD,FAIL,2019-11-07 09:03:42,2019-11-07 09:03:57,TestGroup Failure Action,0.0.2-unknown,C07942600B4NY9L5,Foxconn,F5D94126WNLNR8514,Desay Battery Co. Ltd.,G6T9433004RPFL4AM,FXGL,DLC9406059NLCTV2A,ICT-Lanto Limited,GH993921101NY141Q,NSTD,G6T94330015PFL1AK,FXGL,C0794260096P5652,Foxconn,G6T9433002QPG32AC,FXGL,FWP9393Z0AUMVFYNY,DNM937301YEN9646U,unknown,DN8936594U4N28553,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437456896
FXGL,D54,G6TZL00GPF76,3G4W,,,FXGL_C03-1.5F-RD_3_SW-DOWNLOAD,FAIL,2019-11-07 09:04:04,2019-11-07 09:04:20,TestGroup Failure Action,0.0.2-unknown,C07942600B4NY9L5,Foxconn,F5D94126WNLNR8514,Desay Battery Co. Ltd.,G6T9433004RPFL4AM,FXGL,DLC9406059NLCTV2A,ICT-Lanto Limited,GH993921101NY141Q,NSTD,G6T94330015PFL1AK,FXGL,C0794260096P5652,Foxconn,G6T9433002QPG32AC,FXGL,FWP9393Z0AUMVFYNY,DNM937301YEN9646U,unknown,DN8936594U4N28553,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437456896
FXGL,D54,G6TZL00GPF76,3G4W,,,FXGL_C03-1.5F-RD_3_SW-DOWNLOAD,FAIL,2019-11-07 09:04:26,2019-11-07 09:04:42,TestGroup Failure Action,0.0.2-unknown,C07942600B4NY9L5,Foxconn,F5D94126WNLNR8514,Desay Battery Co. Ltd.,G6T9433004RPFL4AM,FXGL,DLC9406059NLCTV2A,ICT-Lanto Limited,GH993921101NY141Q,NSTD,G6T94330015PFL1AK,FXGL,C0794260096P5652,Foxconn,G6T9433002QPG32AC,FXGL,FWP9393Z0AUMVFYNY,DNM937301YEN9646U,unknown,DN8936594U4N28553,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437456896
FXGL,D54,G6TZL00GPF76,3G4W,,,FXGL_C03-1.5F-RD_3_SW-DOWNLOAD,FAIL,2019-11-07 09:04:48,2019-11-07 09:05:04,TestGroup Failure Action,0.0.2-unknown,C07942600B4NY9L5,Foxconn,F5D94126WNLNR8514,Desay Battery Co. Ltd.,G6T9433004RPFL4AM,FXGL,DLC9406059NLCTV2A,ICT-Lanto Limited,GH993921101NY141Q,NSTD,G6T94330015PFL1AK,FXGL,C0794260096P5652,Foxconn,G6T9433002QPG32AC,FXGL,FWP9393Z0AUMVFYNY,DNM937301YEN9646U,unknown,DN8936594U4N28553,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437456896
FXGL,D54,G6TZL00GPF76,3G4W,,,FXGL_C03-1.5F-RD_3_SW-DOWNLOAD,FAIL,2019-11-07 09:05:10,2019-11-07 09:05:27,TestGroup Failure Action,0.0.2-unknown,C07942600B4NY9L5,Foxconn,F5D94126WNLNR8514,Desay Battery Co. Ltd.,G6T9433004RPFL4AM,FXGL,DLC9406059NLCTV2A,ICT-Lanto Limited,GH993921101NY141Q,NSTD,G6T94330015PFL1AK,FXGL,C0794260096P5652,Foxconn,G6T9433002QPG32AC,FXGL,FWP9393Z0AUMVFYNY,DNM937301YEN9646U,unknown,DN8936594U4N28553,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437456896
FXGL,D54,G6TZL00GPF76,3G4W,,,FXGL_C03-1.5F-RD_1_SW-DOWNLOAD,FAIL,2019-11-07 09:11:19,2019-11-07 09:11:28,TestGroup Failure Action,0.0.2-unknown,C07942600B4NY9L5,Foxconn,F5D94126WNLNR8514,Desay Battery Co. Ltd.,G6T9433004RPFL4AM,FXGL,DLC9406059NLCTV2A,ICT-Lanto Limited,GH993921101NY141Q,NSTD,G6T94330015PFL1AK,FXGL,C0794260096P5652,Foxconn,G6T9433002QPG32AC,FXGL,FWP9393Z0AUMVFYNY,DNM937301YEN9646U,unknown,DN8936594U4N28553,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487788544
FXGL,D54,G6TZL00GPF76,3G4W,,,FXGL_C03-1.5F-RD_1_SW-DOWNLOAD,PASS,2019-11-07 09:16:49,2019-11-07 09:26:14,,0.0.2-18A21371l,C07942600B4NY9L5,Foxconn,F5D94126WNLNR8514,Desay Battery Co. Ltd.,G6T9433004RPFL4AM,FXGL,DLC9406059NLCTV2A,ICT-Lanto Limited,GH993921101NY141Q,NSTD,G6T94330015PFL1AK,FXGL,C0794260096P5652,Foxconn,G6T9433002QPG32AC,FXGL,FWP9393Z0AUMVFYNY,DNM937301YEN9646U,18A21371l,DN8936594U4N28553,Miss CmClbbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487788544
FXGL,D54,G6TZL00MPF63,2R2BH,,,FXGL_C01-5F-DQE_22_SW-DOWNLOAD,PASS,2019-11-07 08:54:09,2019-11-07 09:10:49,,0.0.2-18A21371e,C07942700BDMVW39,Foxconn,F5D94126UABNR851H,Desay Battery Co. Ltd.,G6T9433000GPFL4A8,FXGL,DLC94020010LCTV2X,ICT-Lanto Limited,GH99392109PNY141A,NSTD,G6T9433000BPG2XA5,FXGL,C079426006XP5622,Foxconn,G6T9427004CPG32AH,FXGL,FWP9401Z1KMMVFYRW,DNM938201KJN96425,18A21371e,DN8936594ENN2855T,Miss CmClbbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,4,114992,79690,194682,46.68,48.41,47,50.91,50.35,49.57,49.98,0,29.73,29.97,29.69,31.22,30.28,29.18,29.68,0,,,487789328
FXGL,D54,G6TZL00NPF76,D54-PRO1MINI,D54-PRO1MINI_3G4W,,FXGL_C03-1.5F-RD_2_SW-DOWNLOAD,FAIL,2019-11-07 09:16:28,2019-11-07 09:17:19,TestGroup Failure Action;STOP_TESTABLE_DEVICE CHECK_PROCESS_CONTROL,0.0.2-18A21371l,C07942600ACNY9L5,Foxconn,F5D94125LV4NR851C,Desay Battery Co. Ltd.,,,DLC940605ADLCTV2G,ICT-Lanto Limited,GH9938710WMNY141F,NSTD,G6T9433001DPFL1AB,FXGL,C079426009LP5652,Foxconn,G6T94330029PG32AT,FXGL,FWP9364Z2ENMVFYFK,DNM9373021ZN9646Z,18A21371l,DN8936597SZN2855B,Nil,,,,,,,3,30274,33254,63528,,,,,,,,,,,,,,,,,,,487788544
FXGL,D54,G6TZL00NPF76,D54-PRO1MINI,D54-PRO1MINI_3G4W,,FXGL_C03-1.5F-RD_2_SW-DOWNLOAD,FAIL,2019-11-07 09:19:48,2019-11-07 09:20:10,TestGroup Failure Action,0.0.2-unknown,C07942600ACNY9L5,Foxconn,F5D94125LV4NR851C,Desay Battery Co. Ltd.,,,DLC940605ADLCTV2G,ICT-Lanto Limited,GH9938710WMNY141F,NSTD,G6T9433001DPFL1AB,FXGL,C079426009LP5652,Foxconn,G6T94330029PG32AT,FXGL,FWP9364Z2ENMVFYFK,DNM9373021ZN9646Z,unknown,DN8936597SZN2855B,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487657472
FXGL,D54,G6TZL00NPF76,D54-PRO1MINI,D54-PRO1MINI_3G4W,,FXGL_C03-1.5F-RD_2_SW-DOWNLOAD,FAIL,2019-11-07 09:20:24,2019-11-07 09:22:10,TestGroup Failure Action,0.0.2-18A21371l,C07942600ACNY9L5,Foxconn,F5D94125LV4NR851C,Desay Battery Co. Ltd.,,,DLC940605ADLCTV2G,ICT-Lanto Limited,GH9938710WMNY141F,NSTD,G6T9433001DPFL1AB,FXGL,C079426009LP5652,Foxconn,G6T94330029PG32AT,FXGL,FWP9364Z2ENMVFYFK,DNM9373021ZN9646Z,18A21371l,DN8936597SZN2855B,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487657472
FXGL,D54,G6TZL00NPF76,D54-PRO1MINI,D54-PRO1MINI_3G4W,,FXGL_C03-1.5F-RD_1_SW-DOWNLOAD,PASS,2019-11-07 09:27:41,2019-11-07 09:38:00,,0.0.2-18A21371l,C07942600ACNY9L5,Foxconn,F5D94125LV4NR851C,Desay Battery Co. Ltd.,,,DLC940605ADLCTV2G,ICT-Lanto Limited,GH9938710WMNY141F,NSTD,G6T9433001DPFL1AB,FXGL,C079426009LP5652,Foxconn,G6T94330029PG32AT,FXGL,FWP9364Z2ENMVFYFK,DNM9373021ZN9646Z,18A21371l,DN8936597SZN2855B,Miss CmClbbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487788544
FXGL,D54,G6TZL00PPF63,2R2BH,,,FXGL_C01-5F-DQE_11_SW-DOWNLOAD,PASS,2019-11-07 09:01:09,2019-11-07 09:20:02,,0.0.2-18A21371e,C079427007CMVW39,Foxconn,F5D94126W07NR851F,Desay Battery Co. Ltd.,G6T9433000FPFL4A9,FXGL,DLC940104Z1LCTV2Z,ICT-Lanto Limited,GH9938710PKNY1414,NSTD,G6T9433000LPG2XAW,FXGL,C079426002HP5622,Foxconn,G6T9427003VPG32A3,FXGL,FWP9401Z1K0MVFYRH,DNM938201QWN9642C,18A21371e,DN8936594UUN2855D,Miss CmClpcicpciipcvcpcvipcvepbaspmpcpdclpregprf1prf2psd1psd2pwclpsnvjlexjlinjlnljlnmjlnvjlpqjlpsjlskbbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,4,81358,157908,239266,45.52,48.66,46.6,50.63,49.89,49.6,49.93,0,33.73,34.78,34.06,35.42,34.49,34.75,35.1,0,,,437392400
FXGL,D54,G6TZL00QPF63,2R2BH,,,FXGL_C01-5F-DQE_22_SW-DOWNLOAD,PASS,2019-11-07 08:54:05,2019-11-07 09:10:45,,0.0.2-18A21371e,C0794270099MVW39,Foxconn,F5D941255J7NR851P,Desay Battery Co. Ltd.,G6T94330008PFL4AG,FXGL,DLC940104D2LCTV2Q,ICT-Lanto Limited,GH993921078NY141X,NSTD,G6T94330005PG2XAB,FXGL,C0794260029P5622,Foxconn,G6T9427003PPG32A9,FXGL,FWP9401Z1S4MVFYRS,DNM938201RSN9642D,18A21371e,DN8936594U9N2855Y,Miss CmClbbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,4,92116,135650,227766,47.16,49.63,47.65,51.86,51.38,51.07,52.07,0,30.53,31.26,30.57,32.2,31.18,31.06,32.07,0,,,487796992
FXGL,D54,G6TZL00QPF76,3G4W,,,FXGL_C03-1.5FT-14_2_SW-DOWNLOAD,PASS,2019-11-07 08:46:31,2019-11-07 08:55:06,,0.0.2-18A21371l,C07942600BRNY9L5,Foxconn,F5D94127S4WNR851F,Desay Battery Co. Ltd.,G6T9433004APFL4A2,FXGL,DLC940605EBLCTV26,ICT-Lanto Limited,GH9939210QDNY1419,NSTD,G6T9433000YPFL1AV,FXGL,C07942600BAP5652,Foxconn,G6T9433002GPG32AL,FXGL,FWP9364Z18GMVFYFA,DNM937301RZN9646W,18A21371l,DN893659C1BN28551,Miss pcicpciipcvcpcvipcvepbaspmpcpdclpregprf1prf2psd1psd2pwclpsnvjlexjlinjlnljlnmjlnvjlpqjlpsjlskbbpvpcrtappvCmCltcrtpspceCfgrCfg,,,,,,,4,99269,119484,218753,34.39,35.67,34.87,36.44,35.77,41.09,39.51,0,34.39,35.67,34.87,36.44,35.77,41.09,39.51,0,,,437391360
FXGL,D54,G6TZL00ZPF63,D54-PRO1MINI,D54-PRO1MINI_2R2BH,000220,FXGL_C01-5F-DQE_2_SW-DOWNLOAD,PASS,2019-11-07 09:41:46,2019-11-07 09:49:00,,0.0.2-18A21371j,C079427008EMVW39,Foxconn,F5D941283JQNR851Z,Desay Battery Co. Ltd.,G6T94330004PFL4AL,FXGL,DLC940104RVLCTV2V,ICT-Lanto Limited,GH9938711CZNY141N,NSTD,G6T94330004PG2XAC,FXGL,C079426001AP5622,Foxconn,G6T9427004KPG32AA,FXGL,FWP9401Z00GMVFYRR,DNM938201P7N96424,18A21371j,DN893659RTPN28550,Miss CmClpcicpciipcvcpcvipcvepbaspmpcpdclpregprf1prf2psd1psd2pwclpsnvjlexjlinjlnljlnmjlnvjlpqjlpsjlskbbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,4,112687,96137,208824,55.85,56.77,55.4,58.34,56.77,80.01,77.42,0,28.74,29.73,28.59,30.73,29.5,29.64,29.4,0,,,337723392
FXGL,D54,G6TZL016PF63,2R2BH,,,FXGL_C01-5F-DQE_11_SW-DOWNLOAD,PASS,2019-11-07 09:32:03,2019-11-07 09:45:41,,0.0.2-18A21371e,C079427008BMVW39,Foxconn,F5D94125RMBNR851Q,Desay Battery Co. Ltd.,G6T94330009PFL4AF,FXGL,DLC942307UQLCTV2E,ICT-Lanto Limited,GH9939210E2NY141G,NSTD,G6T9433000GPG2XA0,FXGL,C079426005VP5622,Foxconn,G6T94270037PG32AR,FXGL,FWP9401Z0YWMVFYRH,DNM938201MBN96426,18A21371e,DN893659R2XN2855Z,Miss CmClbbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,4,87811,181239,269050,40.65,42.86,41.6,45.59,45.29,42.78,43.1,0,31.99,32.25,32.33,33.55,32.69,30.78,31.32,0,,,437395712
FXGL,D54,G6TZL016PF76,3G4W,,,FXGL_C04-5F-RD_3_SW-DOWNLOAD,PASS,2019-11-07 09:24:35,2019-11-07 09:33:05,,0.0.2-18A21371l,C07942600BCNY9L5,Foxconn,F5D94125C3WNR8514,Desay Battery Co. Ltd.,G6T9433004SPFL4AL,FXGL,DLC940605XGLCTV2J,ICT-Lanto Limited,GH99392118JNY141H,NSTD,G6T94330012PFL1AN,FXGL,C079426009EP5652,Foxconn,G6T9433003SPG32A7,FXGL,FWP9364Z30LMVFYFU,DNM937301UXN9646P,18A21371l,DN893659Q50N2855N,Miss HmClpcicpciipcvcpcvipcvepbaspmpcpdclpregprf1prf2psd1psd2pwclpsnvjlexjlinjlnljlnmjlnvjlpqjlpsjlskbbpvpcrtappvCmCltcrtpspceCfgrCfg,,,,,,,3,57212,61097,118309,46.21,55.85,49.8,55.18,52.85,60,60.1,0,30.01,31.18,30.32,31.69,30.57,32.4,32.62,0,,,487788544
